Journal	Top 5 Dummy	Date	Role	First name	Surname	Affiliation 1	Country 1	Continent 1	Location 1	lat	lon	Affiliation 2	Country 2	Continent 2	Location 2	lat2	lon2
Journal of the European Economic Association	0	1/8/20	Associate editor	Robert	Johnson	UC Berkeley	USA	North America	37.872026, -122.258429	37.872026	-122.258429						
Journal of the European Economic Association	0	1/8/20	Associate editor	Sebnem	Kalemli-Ozcan	Maryland, College Park, Maryland	USA	North America	38.986931, -76.942605	38.986931	-76.942605						
Journal of the European Economic Association	0	1/8/20	Associate editor	Cynthia	Kinnan	Tufts University, Medford, Massachusetts	USA	North America	42.408474, -71.118198	42.408474	-71.118198						
Journal of the European Economic Association	0	1/8/20	Associate editor	Kory	Kroft	Toronto	Canada	North America	43.665216, -79.396183	43.665216	-79.396183						
Journal of the European Economic Association	0	1/8/20	Associate editor	Thibaut	Lamadon	Chicago	USA	North America	41.788584, -87.598955	41.788584	-87.598955						
Journal of the European Economic Association	0	1/8/20	Associate editor	Matti	Liski	Aalto, Espoo	Finland	Europe	60.186856, 24.827608	60.186856	24.827608						
Journal of the European Economic Association	0	1/8/20	Associate editor	Matteo	Maggiori	Stanford, California	USA	North America	37.427436, -122.169804	37.427436	-122.169804						
Journal of the European Economic Association	0	1/8/20	Associate editor	Michel	Marechal	Zurich	Switzerland	Europe	47.374322, 8.550924	47.374322	8.550924						
Journal of the European Economic Association	0	1/8/20	Associate editor	Karel	Mertens	Federal Reserve Bank of Dallas	USA	North America	32.791638, -96.800707	32.791638	-96.800707						
Journal of the European Economic Association	0	1/8/20	Associate editor	Pauli	Murto	Aalto, Espoo	Finland	Europe	60.186856, 24.827607	60.186856	24.827607	Helsinki Graduate School of Economics	Finland	Europe	60.175711, 24.928949	60.175711	24.928949
Journal of the European Economic Association	0	1/8/20	Associate editor	Luigi	Paciello	Einaudi Institute for Economics and Finance, Rome	Italy	Europe	41.908192, 12.495646	41.908192	12.495646						
Journal of the European Economic Association	0	1/8/20	Associate editor	Jessica	Pan	NUS	Singapore	Asia	1.296691, 103.776297	1.296691	103.776297						
Journal of the European Economic Association	0	1/8/20	Associate editor	Elias	Papaioannou	London Business School	UK	Europe	51.526162, -0.160777	51.526162	-0.160777						
Journal of the European Economic Association	0	1/8/20	Associate editor	Paolo	Pinotti	Bocconi, Milan	Italy	Europe	45.448521, 9.189807	45.448521	9.189807						
Journal of the European Economic Association	0	1/8/20	Associate editor	Giacomo	Ponzetto	CREI, Barcelona	Spain	Europe	41.389748, 2.190352	41.389748	2.190352	Pompeu Fabra, Barcelona	Spain	Europe	41.379177, 2.179604	41.379177	2.179604
Journal of the European Economic Association	0	1/8/20	Associate editor	Julien	Sauvagnat	Bocconi, Milan	Italy	Europe	45.448521, 9.189808	45.448521	9.189808						
Journal of the European Economic Association	0	1/8/20	Associate editor	Johannes	Schmieder	Boston University	USA	North America	42.350389, -71.105518	42.350389	-71.105518						
Journal of the European Economic Association	0	1/8/20	Associate editor	Joshua	Schwartzstein	Harvard, Cambridge	USA	North America	42.376971, -71.116779	42.376971	-71.116779						
Journal of the European Economic Association	0	1/8/20	Associate editor	Charles	Sprenger	UC San Diego	USA	North America	32.880223, -117.234128	32.880223	-117.234128						
Journal of the European Economic Association	0	1/8/20	Associate editor	Vincent	Sterk	UCL	UK	Europe	51.524643, -0.134057	51.524643	-0.134057						
Journal of the European Economic Association	0	1/8/20	Associate editor	Paolo	Surico	London Business School	UK	Europe	51.526162, -0.160778	51.526162	-0.160778						
Journal of the European Economic Association	0	1/8/20	Associate editor	Matthias	Sutter	Max Planck Institute for Research on Collective Goods, Bonn	Germany	Europe	50.717124, 7.126406	50.717124	7.126406						
Journal of the European Economic Association	0	1/8/20	Associate editor	Juuso	Toikka	University of Pennsylvania, Philadelphia	USA	North America	39.952206, -75.193490	39.952206	-75.19349						
Journal of the European Economic Association	0	1/8/20	Associate editor	Nico	Viogtlaender	UCLA	USA	North America	34.068961, -118.445107	34.068961	-118.445107						
Journal of the European Economic Association	0	1/8/20	Associate editor	David	Yanagizawa-Drott	Zurich	Switzerland	Europe	47.374322, 8.550925	47.374322	8.550925						
Journal of the European Economic Association	0	1/8/20	Associate editor	Noam	Yuchtman	LSE	UK	Europe	51.514479, -0.116766	51.514479	-0.116766						
Journal of the European Economic Association	0	1/8/20	Co-editor	Paola	Giuliani	UCLA	USA	North America	34.068961, -118.445108	34.068961	-118.445108						
Journal of the European Economic Association	0	1/8/20	Co-editor	Bard	Harstad	Oslo	Norway	Europe	59.939988, 10.721625	59.939988	10.721625						
Journal of the European Economic Association	0	1/8/20	Co-editor	Guido	Lorenzoni	Northwestern, Evanston, Illinois	USA	North America	42.056483, -87.675159	42.056483	-87.675159						
Journal of the European Economic Association	0	1/8/20	Co-editor	Nicola	Pavoni	Bocconi, Milan	Italy	Europe	45.448521, 9.189809	45.448521	9.189809						
Journal of the European Economic Association	0	1/8/20	Co-editor	Giovanni	Peri	UC Davis	USA	North America	38.538102, -121.761691	38.538102	-121.761691						
Journal of the European Economic Association	0	1/8/20	Editor	Imran	Rasul	UCL	UK	Europe	51.524643, -0.134058	51.524643	-0.134058						
Journal of Urban Economics	0	1/8/20	Co-Editor	Kristian	Behrens	Quebec, Montreal	Canada	North America	45.512663, -73.560488	45.512663	-73.560488						
Journal of Urban Economics	0	1/8/20	Co-Editor	Leah	Boustan	UCLA	USA	North America	34.068961, -118.445109	34.068961	-118.445109						
Journal of Urban Economics	0	1/8/20	Co-Editor	Donald	Davis	Columbia, New York, New York	USA	North America	40.807511, -73.962688	40.807511	-73.962688						
Journal of Urban Economics	0	1/8/20	Co-Editor	Gilles	DurantonUniversity	University of Pennsylvania, Philadelphia	USA	North America	39.952206, -75.193491	39.952206	-75.193491						
Journal of Urban Economics	0	1/8/20	Co-Editor	Edward	Glaeser	Harvard, Cambridge	USA	North America	42.376971, -71.116780	42.376971	-71.11678						
Journal of Urban Economics	0	1/8/20	Co-Editor	David	Neumark	UC Irvine	USA	North America	33.640397, -117.844442	33.640397	-117.844442						
Journal of Urban Economics	0	1/8/20	Editor	Nathaniel	Baum-Snow	Toronto	Canada	North America	43.665216, -79.396184	43.665216	-79.396184						
Journal of Urban Economics	0	1/8/20	Editor	Stuart	Rosenthal	Syracuse, Syracuse, NY	USA	North America	43.039157, -76.135148	43.039157	-76.135148						
Journal of Urban Economics	0	1/8/20	Editorial Board	Ajay	Agrawal	Toronto	Canada	North America	43.665216, -79.396185	43.665216	-79.396185						
Journal of Urban Economics	0	1/8/20	Editorial Board	Marcus	Berliant	Washington University in St. Louis, Missouri	USA	North America	38.648848, -90.310697	38.648848	-90.310697						
Journal of Urban Economics	0	1/8/20	Editorial Board	Stephen	Billings	Colorado - Boulder	USA	North America	40.007458, -105.265716	40.007458	-105.265716						
Journal of Urban Economics	0	1/8/20	Editorial Board	Dan	Black	Chicago	USA	North America	41.788584, -87.598956	41.788584	-87.598956						
Journal of Urban Economics	0	1/8/20	Editorial Board	Leah	Brooks	George Washington University, Washington DC	USA	North America	38.903257, -77.049813	38.903257	-77.049813						
Journal of Urban Economics	0	1/8/20	Editorial Board	Jan	Brueckner	UC Irvine	USA	North America	33.640397, -117.844443	33.640397	-117.844443						
Journal of Urban Economics	0	1/8/20	Editorial Board	Marius	Brulhart	Lausanne	Switzerland	Europe	46.521112, 6.580032	46.521112	6.580032						
Journal of Urban Economics	0	1/8/20	Editorial Board	Eric	Brunner	Connecticut, Mansfield, Connecticut	USA	North America	41.807709, -72.254045	41.807709	-72.254045						
Journal of Urban Economics	0	1/8/20	Editorial Board	Gerald	Carlino	Federal Reserve Bank of Philadelphia	USA	North America	39.953695, -75.151270	39.953695	-75.15127						
Journal of Urban Economics	0	1/8/20	Editorial Board	Pierre	Combes	Lyon	France	Europe	45.749603, 4.837118	45.749603	4.837118						
Journal of Urban Economics	0	1/8/20	Editorial Board	Edward	Coulson	UC Irvine	USA	North America	33.640397, -117.844444	33.640397	-117.844444						
Journal of Urban Economics	0	1/8/20	Editorial Board	Rebecca	Diamond	Stanford, California	USA	North America	37.427436, -122.169807	37.427436	-122.169807						
Journal of Urban Economics	0	1/8/20	Editorial Board	Jonathan	Dingel	Chicago	USA	North America	41.788584, -87.598957	41.788584	-87.598957						
Journal of Urban Economics	0	1/8/20	Editorial Board	Ingrid	Ellen	NYU, New York, NY	USA	North America	40.729542, -73.996590	40.729542	-73.99659						
Journal of Urban Economics	0	1/8/20	Editorial Board	Mogens	Fosgerau	Copenhagen	Denmark	Europe	55.680273, 12.572242	55.680273	12.572242						
Journal of Urban Economics	0	1/8/20	Editorial Board	Stuart	Gabriel	UCLA	USA	North America	34.068961, -118.445110	34.068961	-118.44511						
Journal of Urban Economics	0	1/8/20	Editorial Board	Kristopher	Gerardi	Federal Reserve Bank of Atlanta	USA	North America	33.782235, -84.384500	33.782235	-84.3845						
Journal of Urban Economics	0	1/8/20	Editorial Board	Stephen	Gibbons	LSE	UK	Europe	51.514479, -0.116769	51.514479	-0.116769						
Journal of Urban Economics	0	1/8/20	Editorial Board	Marco	Gonzalez-Navarro	UC Berkeley	USA	North America	37.872026, -122.258430	37.872026	-122.25843						
Journal of Urban Economics	0	1/8/20	Editorial Board	Joseph	Gyourko	University of Pennsylvania, Philadelphia	USA	North America	39.952206, -75.193493	39.952206	-75.193493						
Journal of Urban Economics	0	1/8/20	Editorial Board	Lu	Han	Toronto	Canada	North America	43.665216, -79.396186	43.665216	-79.396186						
Journal of Urban Economics	0	1/8/20	Editorial Board	Donald	Haurin	Ohio State University, Columbus, Ohio	USA	North America	40.006144, -83.016728	40.006144	-83.016728						
Journal of Urban Economics	0	1/8/20	Editorial Board	Stephan	Heblich	Toronto	Canada	North America	43.665216, -79.396187	43.665216	-79.396187						
Journal of Urban Economics	0	1/8/20	Editorial Board	Vernon	Henderson	LSE	UK	Europe	51.514479, -0.116770	51.514479	-0.11677						
Journal of Urban Economics	0	1/8/20	Editorial Board	Thomas	Holmes	Minnesota, Minneapolis, Minnesota	USA	North America	44.974043, -93.227869	44.974043	-93.227869						
Journal of Urban Economics	0	1/8/20	Editorial Board	Remi	Jedwab	George Washington University, Washington DC	USA	North America	38.903257, -77.049813	38.903257	-77.049813						
Journal of Urban Economics	0	1/8/20	Editorial Board	Matthew	Kahn	USC, Los Angeles	USA	North America	34.022299, -118.285187	34.022299	-118.285187						
Journal of Urban Economics	0	1/8/20	Editorial Board	William	Kerr	Harvard, Cambridge	USA	North America	42.376971, -71.116781	42.376971	-71.116781						
Journal of Urban Economics	0	1/8/20	Editorial Board	Shanjun	Li	Cornell, Ithaca, New York	USA	North America	42.453433, -76.473543	42.453433	-76.473543						
Journal of Urban Economics	0	1/8/20	Editorial Board	Robin	Lindsey	UBC, Vancouver	Canada	North America	49.260584, -123.245982	49.260584	-123.245982						
Journal of Urban Economics	0	1/8/20	Editorial Board	Daniel	McMillen	Illinois, Urbana Champaign, Illinois	USA	North America	40.102002, -88.227220	40.102002	-88.22722						
Journal of Urban Economics	0	1/8/20	Editorial Board	Raven	Molloy	Federal Reserve Board of Governors Washington DC	USA	North America	38.893126, -77.045770	38.893126	-77.04577						
Journal of Urban Economics	0	1/8/20	Editorial Board	Tomoya	Mori	Kyoto University	Japan	Asia	35.026381, 135.780757	35.026381	135.780757						
Journal of Urban Economics	0	1/8/20	Editorial Board	Jos van	Ommeren	VU Amsterdam	Netherlands	Europe	52.333678, 4.865708	52.333678	4.865708						
Journal of Urban Economics	0	1/8/20	Editorial Board	Gary	Painter	USC, Los Angeles	USA	North America	34.022299, -118.285188	34.022299	-118.285188						
Journal of Urban Economics	0	1/8/20	Editorial Board	Eleonora	Patacchini	Cornell, Ithaca, New York	USA	North America	42.453433, -76.473544	42.453433	-76.473544						
Journal of Urban Economics	0	1/8/20	Editorial Board	Stephen	Redding	Princeton	USA	North America	40.343139, -74.655163	40.343139	-74.655163						
Journal of Urban Economics	0	1/8/20	Editorial Board	Frederic	Robert-Nicoud	Lausanne	Switzerland	Europe	46.521112, 6.580032	46.521112	6.580032						
Journal of Urban Economics	0	1/8/20	Editorial Board	Stephen	Ross	Connecticut, Mansfield, Connecticut	USA	North America	41.807709, -72.254045	41.807709	-72.254045						
Journal of Urban Economics	0	1/8/20	Editorial Board	Esteban	Rossi-Hansberg 	Princeton	USA	North America	40.343139, -74.655164	40.343139	-74.655164						
Journal of Urban Economics	0	1/8/20	Editorial Board	Kurt	Schmidheiny 	Basel	Switzerland	Europe	47.545419, 7.596678	47.545419	7.596678						
Journal of Urban Economics	0	1/8/20	Editorial Board	Olmo	Silva 	LSE	UK	Europe	51.514479, -0.116767	51.514479	-0.116767						
Journal of Urban Economics	0	1/8/20	Editorial Board	Todd	Sinai	University of Pennsylvania, Philadelphia	USA	North America	39.952206, -75.193494	39.952206	-75.193494						
Journal of Urban Economics	0	1/8/20	Editorial Board	Albert	Sole-Olle	Barcelona	Spain	Europe	41.386810, 2.163894	41.38681	2.163894						
Journal of Urban Economics	0	1/8/20	Editorial Board	William	Strange 	Toronto	Canada	North America	43.665216, -79.396188	43.665216	-79.396188						
Journal of Urban Economics	0	1/8/20	Editorial Board	Daniel	Sturm 	LSE	UK	Europe	51.514479, -0.116768	51.514479	-0.116768						
Journal of Urban Economics	0	1/8/20	Editorial Board	Takatoshi	Tabuchi 	Tokyo	Japan	Asia	35.712673, 139.761667	35.712673	139.761667						
Journal of Urban Economics	0	1/8/20	Editorial Board	Matthew	Turner 	Brown, Providence, Rhode Island	USA	North America	41.826732, -71.402493	41.826732	-71.402493						
Journal of Urban Economics	0	1/8/20	Editorial Board	Erik	Verhoef 	VU Amsterdam	Netherlands	Europe	52.333678, 4.865709	52.333678	4.865709						
Journal of Urban Economics	0	1/8/20	Editorial Board	Elisabet	Viladecans-Marsal 	Barcelona	Spain	Europe	41.386810, 2.163894	41.38681	2.163894						
Journal of Urban Economics	0	1/8/20	Editorial Board	Maisy	Wong 	University of Pennsylvania, Philadelphia	USA	North America	39.952206, -75.193492	39.952206	-75.193492						
Journal of Urban Economics	0	1/8/20	Editorial Board	John	Yinger 	Syracuse, Syracuse, NY	USA	North America	43.039157, -76.135148	43.039157	-76.135148						
Journal of Urban Economics	0	1/8/20	Editorial Board	Qinghua	Zhang 	Peking University, Beijing	China	Asia	39.987106, 116.305895	39.987106	116.305895						
Quantitative Economics	0	31/7/20	Associate editor	Francesco	Bianchi	Duke, Durham, South Carolina	USA	North America	36.001426, -78.938377	36.001426	-78.938377						
Quantitative Economics	0	31/7/20	Associate editor	Stephane	Bonhomme	Chicago	USA	North America	41.788584, -87.598958	41.788584	-87.598958						
Quantitative Economics	0	31/7/20	Associate editor	Federico	Bugni	Duke, Durham, South Carolina	USA	North America	36.001426, -78.938378	36.001426	-78.938378						
Quantitative Economics	0	31/7/20	Associate editor	Gary	Charness	UC Santa Barbara	USA	North America	34.413892, -119.849107	34.413892	-119.849107						
Quantitative Economics	0	31/7/20	Associate editor	Xu	Cheng	University of Pennsylvania, Philadelphia	USA	North America	39.952206, -75.193495	39.952206	-75.193495						
Quantitative Economics	0	31/7/20	Associate editor	Wouter	den Haan	LSE	UK	Europe	51.514479, -0.116771	51.514479	-0.116771						
Quantitative Economics	0	31/7/20	Associate editor	Rafael	Dix-Carneiro	Duke, Durham, South Carolina	USA	North America	36.001426, -78.938379	36.001426	-78.938379						
Quantitative Economics	0	31/7/20	Associate editor	Ulrich	Doraszelski	University of Pennsylvania, Philadelphia	USA	North America	39.952206, -75.193496	39.952206	-75.193496						
Quantitative Economics	0	31/7/20	Associate editor	Frederico	Finan	UC Berkeley	USA	North America	37.872026, -122.258431	37.872026	-122.258431						
Quantitative Economics	0	31/7/20	Associate editor	Jeremy	Fox	Rice, Houston	USA	North America	29.717245, -95.401706	29.717245	-95.401706						
Quantitative Economics	0	31/7/20	Associate editor	Yoram	Halevy	Toronto	Canada	North America	43.665216, -79.396189	43.665216	-79.396189						
Quantitative Economics	0	31/7/20	Associate editor	Nagore	Iriberri	Basque Country, Bilbao	Spain	Europe	43.273310, -2.958283	43.27331	-2.958283						
Quantitative Economics	0	31/7/20	Associate editor	Michal	Kolesar	Princeton	USA	North America	40.343139, -74.655165	40.343139	-74.655165						
Quantitative Economics	0	31/7/20	Associate editor	Ivana	Komunjer	Georgetown, Washington DC	USA	North America	38.907617, -77.072481	38.907617	-77.072481						
Quantitative Economics	0	31/7/20	Associate editor	Felix	Kubler	Zurich	Switzerland	Europe	47.374322, 8.550926	47.374322	8.550926						
Quantitative Economics	0	31/7/20	Associate editor	Zheng	Liu	Federal Reserve Bank of San Francisco	USA	North America	37.793653, -122.395515	37.793653	-122.395515						
Quantitative Economics	0	31/7/20	Associate editor	Lilia	Maliar	CUNY, New York	USA	North America	40.751007, -73.973553	40.751007	-73.973553						
Quantitative Economics	0	31/7/20	Associate editor	Christian	Matthes	Indiana University, Bloomington	USA	North America	39.175503, -86.512742	39.175503	-86.512742						
Quantitative Economics	0	31/7/20	Associate editor	Sophocles	Mavroeidis	Oxford	UK	Europe	51.754826, -1.254614	51.754826	-1.254614						
Quantitative Economics	0	31/7/20	Associate editor	Jianjun	Miao	Boston University	USA	North America	42.350389, -71.105519	42.350389	-71.105519						
Quantitative Economics	0	31/7/20	Associate editor	Douglas	Miller	Cornell, Ithaca, New York	USA	North America	42.453433, -76.473545	42.453433	-76.473545						
Quantitative Economics	0	31/7/20	Associate editor	Lars	Nesheim	UCL	UK	Europe	51.524643, -0.134059	51.524643	-0.134059						
Quantitative Economics	0	31/7/20	Associate editor	Harry	Paarsch	Central Florida, Orlando, Florida	USA	North America	28.602465, -81.199813	28.602465	-81.199813						
Quantitative Economics	0	31/7/20	Associate editor	Nicholas	Papageorge	Johns Hopkins, Baltimore, Maryland	USA	North America	39.329914, -76.620499	39.329914	-76.620499						
Quantitative Economics	0	31/7/20	Associate editor	Ronni	Pavan	Rochester, Rochester, New York	USA	North America	43.130440, -77.626185	43.13044	-77.626185						
Quantitative Economics	0	31/7/20	Associate editor	Fabien	Postel-Vinay	UCL	UK	Europe	51.524643, -0.134060	51.524643	-0.13406						
Quantitative Economics	0	31/7/20	Associate editor	Adam	Rosen	Duke, Durham, South Carolina	USA	North America	36.001426, -78.938380	36.001426	-78.93838						
Quantitative Economics	0	31/7/20	Associate editor	Ivana	Shaliastovich	Wisconsin, Madison	USA	North America	43.076647, -89.412664	43.076647	-89.412664						
Quantitative Economics	0	31/7/20	Associate editor	Andrew	Shephard	University of Pennsylvania, Philadelphia	USA	North America	39.952206, -75.193497	39.952206	-75.193497						
Quantitative Economics	0	31/7/20	Associate editor	Xiaoxia	Shi	Wisconsin, Madison	USA	North America	43.076647, -89.412665	43.076647	-89.412665						
Quantitative Economics	0	31/7/20	Associate editor	Charles	Sprenger	Caltech, Pasadena, California	USA	North America	34.137560, -118.125376	34.13756	-118.125376						
Quantitative Economics	0	31/7/20	Associate editor	Paolo	Surico	London Business School	UK	Europe	51.526162, -0.160779	51.526162	-0.160779						
Quantitative Economics	0	31/7/20	Associate editor	Eric	Swanson	UC Irvine	USA	North America	33.640397, -117.844445	33.640397	-117.844445						
Quantitative Economics	0	31/7/20	Associate editor	Jessica	Wachter	University of Pennsylvania, Philadelphia	USA	North America	39.952206, -75.193498	39.952206	-75.193498						
Quantitative Economics	0	31/7/20	Associate editor	Matthew	Wiswall	Wisconsin, Madison	USA	North America	43.076647, -89.412666	43.076647	-89.412666						
Quantitative Economics	0	31/7/20	Co-editor	Limor	Golan	Washington University in St. Louis, Missouri	USA	North America	38.648848, -90.310698	38.648848	-90.310698						
Quantitative Economics	0	31/7/20	Co-editor	Andres	Santos	UCLA	USA	North America	34.068961, -118.445111	34.068961	-118.445111						
Quantitative Economics	0	31/7/20	Co-editor	Kjetil	Storesletten	Oslo	Norway	Europe	59.939988, 10.721626	59.939988	10.721626						
Quantitative Economics	0	31/7/20	Co-editor	Tao	Zha	Federal Reserve Bank of Atlanta	USA	North America	33.782235, -84.384496	33.782235	-84.384496	Emory, Atlanta, Georgia	USA	North America	33.797385, -84.322304	33.797385	-84.322304
Quantitative Economics	0	31/7/20	Editor	Christopher	Taber	Wisconsin, Madison	USA	North America	43.076647, -89.412667	43.076647	-89.412667						
Quarterly Journal of Economics	1	30/7/20	Associate editor	Andrew	Atkeson	UCLA	USA	North America	34.068961, -118.445081	34.068961	-118.445081	Federal Reserve Bank of Minneapolis	USA	North America	44.984649, -93.267260	44.984649	-93.26726
Quarterly Journal of Economics	1	30/7/20	Associate editor	David	Atkin	MIT, Cambridge, Massachusetts	USA	North America	42.359964, -71.094381	42.359964	-71.094381						
Quarterly Journal of Economics	1	30/7/20	Associate editor	Nicholas	Barberis	Yale, New Haven, Connecticut	USA	North America	41.316349, -72.922420	41.316349	-72.92242						
Quarterly Journal of Economics	1	30/7/20	Associate editor	Timothy	Besley	LSE	UK	Europe	51.514479, -0.116772	51.514479	-0.116772						
Quarterly Journal of Economics	1	30/7/20	Associate editor	Nicholas	Bloom	Stanford, California	USA	North America	37.427436, -122.169808	37.427436	-122.169808						
Quarterly Journal of Economics	1	30/7/20	Associate editor	David	Card	UC Berkeley	USA	North America	37.872026, -122.258432	37.872026	-122.258432						
Quarterly Journal of Economics	1	30/7/20	Associate editor	Sylvain	Chassang	Princeton	USA	North America	40.343139, -74.655166	40.343139	-74.655166						
Quarterly Journal of Economics	1	30/7/20	Associate editor	Pascaline	Dupas	Stanford, California	USA	North America	37.427436, -122.169809	37.427436	-122.169809						
Quarterly Journal of Economics	1	30/7/20	Associate editor	Armin	Falk	Bonn	Germany	Europe	50.726772, 7.086459	50.726772	7.086459						
Quarterly Journal of Economics	1	30/7/20	Associate editor	Xavier	Gabaix	Harvard, Cambridge	USA	North America	42.376971, -71.116782	42.376971	-71.116782						
Quarterly Journal of Economics	1	30/7/20	Associate editor	Matthew	Gentzkow	Stanford, California	USA	North America	37.427436, -122.169810	37.427436	-122.16981						
Quarterly Journal of Economics	1	30/7/20	Associate editor	Claudia	Goldin	Harvard, Cambridge	USA	North America	42.376971, -71.116783	42.376971	-71.116783						
Quarterly Journal of Economics	1	30/7/20	Associate editor	Charles	Jones	Stanford, California	USA	North America	37.427436, -122.169811	37.427436	-122.169811						
Quarterly Journal of Economics	1	30/7/20	Associate editor	Erzo FP	Luttmer	Dartmouth College, Hanover, New Hampshire	USA	North America	43.704417, -72.288504	43.704417	-72.288504						
Quarterly Journal of Economics	1	30/7/20	Associate editor	Brent	Neiman	Chicago	USA	North America	41.788584, -87.598959	41.788584	-87.598959						
Quarterly Journal of Economics	1	30/7/20	Associate editor	Matthew	Notowidigdo	Northwestern, Evanston, Illinois	USA	North America	42.056483, -87.675160	42.056483	-87.67516						
Quarterly Journal of Economics	1	30/7/20	Associate editor	Edward	O'Donoghue	Cornell, Ithaca, New York	USA	North America	42.453433, -76.473546	42.453433	-76.473546						
Quarterly Journal of Economics	1	30/7/20	Associate editor	Emily	Oster	Brown, Providence, Rhode Island	USA	North America	41.826732, -71.402494	41.826732	-71.402494						
Quarterly Journal of Economics	1	30/7/20	Associate editor	Gerard	Padro i Miquel	Yale, New Haven, Connecticut	USA	North America	41.316349, -72.922421	41.316349	-72.922421						
Quarterly Journal of Economics	1	30/7/20	Associate editor	Valerie	Ramey	UC San Diego	USA	North America	32.880223, -117.234129	32.880223	-117.234129						
Quarterly Journal of Economics	1	30/7/20	Associate editor	Stephen	Redding	Princeton	USA	North America	40.343139, -74.655167	40.343139	-74.655167						
Quarterly Journal of Economics	1	30/7/20	Associate editor	Bruce	Sacerdote	Dartmouth College, Hanover, New Hampshire	USA	North America	43.704417, -72.288505	43.704417	-72.288505						
Quarterly Journal of Economics	1	30/7/20	Associate editor	Jesse	Shapiro	Brown, Providence, Rhode Island	USA	North America	41.826732, -71.402495	41.826732	-71.402495						
Quarterly Journal of Economics	1	30/7/20	Associate editor	Jon	Steinsson	UC Berkeley	USA	North America	37.872026, -122.258433	37.872026	-122.258433						
Quarterly Journal of Economics	1	30/7/20	Associate editor	Tomasz	Strzalecki	Harvard, Cambridge	USA	North America	42.376971, -71.116784	42.376971	-71.116784						
Quarterly Journal of Economics	1	30/7/20	Associate editor	Amir	Sufi	Chicago	USA	North America	41.788584, -87.598960	41.788584	-87.59896						
Quarterly Journal of Economics	1	30/7/20	Associate editor	Hans-Joachim	Voth	Zurich	Switzerland	Europe	47.374322, 8.550927	47.374322	8.550927						
Quarterly Journal of Economics	1	30/7/20	Associate editor	Ebonya	Washington	Yale, New Haven, Connecticut	USA	North America	41.316349, -72.922422	41.316349	-72.922422						
Quarterly Journal of Economics	1	30/7/20	Editorial Board	Pol	Antras	Harvard, Cambridge	USA	North America	42.376971, -71.116785	42.376971	-71.116785						
Quarterly Journal of Economics	1	30/7/20	Editorial Board	Robert	Barro	Harvard, Cambridge	USA	North America	42.376971, -71.116786	42.376971	-71.116786						
Quarterly Journal of Economics	1	30/7/20	Editorial Board	Lawrence	Katz	Harvard, Cambridge	USA	North America	42.376971, -71.116787	42.376971	-71.116787						
Quarterly Journal of Economics	1	30/7/20	Editorial Board	Andrei	Schleifer	Harvard, Cambridge	USA	North America	42.376971, -71.116788	42.376971	-71.116788						
Quarterly Journal of Economics	1	30/7/20	Editorial Board	Stefanie	Stantcheva	Harvard, Cambridge	USA	North America	42.376971, -71.116789	42.376971	-71.116789						
RAND Journal of Economics	0	31/7/20	Associate editor	James	Anton	Duke, Durham, South Carolina	USA	North America	36.001426, -78.938381	36.001426	-78.938381						
RAND Journal of Economics	0	31/7/20	Associate editor	C.Lanier	Benkard	Stanford, California	USA	North America	37.427436, -122.169812	37.427436	-122.169812						
RAND Journal of Economics	0	31/7/20	Associate editor	Alessandro	Bonatti	MIT, Cambridge, Massachusetts	USA	North America	42.359964, -71.094382	42.359964	-71.094382						
RAND Journal of Economics	0	31/7/20	Associate editor	Estelle	Cantillon	Universite Libre de Bruxelles	Belgium	Europe	50.813214, 4.382220	50.813214	4.38222						
RAND Journal of Economics	0	31/7/20	Associate editor	Yongmin	Chen	Colorado - Boulder	USA	North America	40.007458, -105.265716	40.007458	-105.265716						
RAND Journal of Economics	0	31/7/20	Associate editor	Jan	de Loecker	KU Leuven, Leuven	Belgium	Europe	50.867120, 4.690590	50.86712	4.69059						
RAND Journal of Economics	0	31/7/20	Associate editor	David	Dranove	Northwestern, Evanston, Illinois	USA	North America	42.056483, -87.675161	42.056483	-87.675161						
RAND Journal of Economics	0	31/7/20	Associate editor	Gautam	Gowrisankaran	Arizona, Tucson	USA	North America	32.231912, -110.950256	32.231912	-110.950256						
RAND Journal of Economics	0	31/7/20	Associate editor	Denis	Gromb	HEC Paris	France	Europe	48.757461, 2.169436	48.757461	2.169436						
RAND Journal of Economics	0	31/7/20	Associate editor	Michael	Grubb	Boston College	USA	North America	42.335517, -71.168765	42.335517	-71.168765						
RAND Journal of Economics	0	31/7/20	Associate editor	Ben	Handel	UC Berkeley	USA	North America	37.872026, -122.258434	37.872026	-122.258434						
RAND Journal of Economics	0	31/7/20	Associate editor	Thomas	Holmes	Minnesota, Minneapolis, Minnesota	USA	North America	44.974043, -93.227870	44.974043	-93.22787						
RAND Journal of Economics	0	31/7/20	Associate editor	Roman	Inderst	Goethe University Frankfurt	Germany	Europe	50.127150, 8.667671	50.12715	8.667671						
RAND Journal of Economics	0	31/7/20	Associate editor	Ginger	Jin	Maryland, College Park, Maryland	USA	North America	38.986931, -76.942606	38.986931	-76.942606						
RAND Journal of Economics	0	31/7/20	Associate editor	Ryan	Kellogg	Chicago	USA	North America	41.788584, -87.598961	41.788584	-87.598961						
RAND Journal of Economics	0	31/7/20	Associate editor	Niko	Matouschek	Northwestern, Evanston, Illinois	USA	North America	42.056483, -87.675162	42.056483	-87.675162						
